Rank,Difficulty,Score,Name,Level
571,Insane,27611711,最后,85
572,Insane,27611583,潮流美海,85
573,Insane,27611455,夜神蒔鳶,85
574,Insane,27611327,ARS| Alice,85
575,Insane,27611135,GRD MARISTA,85
576,Insane,27611071,KleinBeer,85
577,Insane,27611071,Kilmk,85
578,Insane,27610943,CT-Ninoo,85
579,Insane,27610879,Croissant,85
580,Insane,27610815,Kanon,85
581,Insane,27610687,???,85
582,Insane,27610687,TSH Rue,85
583,Insane,27610623,???,85
584,Insane,27610623,GN-MazBet ,85
585,Insane,27610623,YCGOH,85
586,Insane,27610495,mui,85
587,Insane,27610495,Mika,85
588,Insane,27610431,綾地宁宁,85
589,Insane,27610431,DY-4|Yuki,85
590,Insane,27610431,林有德,85
591,Insane,27610303,TSHJ Ahegao,85
592,Insane,27610175,sarimidobel,85
593,Insane,27610175,DY-6|Zhawin,85
594,Insane,27610111,pengenpensi,85
595,Insane,27610111,チョコちあん,85
596,Insane,27610047,Kazuma,85
597,Insane,27609983,Rigged,85
598,Insane,27609855,DY-4 |Shisu,85
599,Insane,27609855,MADGUY,85
600,Insane,27609791,yaku,85
601,Insane,27609663,Orb8,85
602,Insane,27609535,nakisaka,85
603,Insane,27609343,YYUI ,85
604,Insane,27609279,Lewis123789,85
605,Insane,27609151,Red,85
606,Insane,27609151,77/01=7=,85
607,Insane,27608959,17歲的梓夢莉,85
608,Insane,27608959,Netto,85
609,Insane,27608959,SunChayNy,85
610,Insane,27608895,Bee,85
611,Insane,27608767,UsagiNyan,85
612,Insane,27608511,Rylent,85
613,Insane,27608383,Greato,85
614,Insane,27608063,nienireben,85
615,Insane,27607999,Railbladeoo,85
616,Insane,27607871,Sairanich,85
617,Insane,27607743,tiggs,85
618,Insane,27607551,聖圍三力,85
619,Insane,27607487,Mosin,85
620,Insane,27607487,SHIROZE,85
621,Insane,27607359,zeemyself,85
622,Insane,27607359,Tsuyuurei,85
623,Insane,27607231,dndj,85
624,Insane,27607231,Nemura,85
625,Insane,27607167,NS-NN,85
626,Insane,27607103,Saber,85
627,Insane,27606975,Srew,85
628,Insane,27606655,yuki,???
629,Insane,27606271,Anki,85
630,Insane,27606271,GRD Ranpha,85
631,Insane,27606271,Tarnished,81
632,Insane,27606143,Moiri,85
633,Insane,27606143,Euphy,85
634,Insane,27606079,Fune,85
635,Insane,27605887,TSHJ Nahima,85
636,Insane,27605887,Kuzyph,85
637,Insane,27605759,AlterLyrae21,85
638,Insane,27605695,Omee,85
639,Insane,27605695,Mdiiii22,85
640,Insane,27605695,栗鼠ちゃん,85
641,Insane,27605567,Asterisk,85
642,Insane,27605567,OKARIN,85
643,Insane,27605503,Gin,85
644,Insane,27605439,Zner,85
645,Insane,27605375,Anyfinn,85
646,Insane,27605119,Szhury,85
647,Insane,27604863,Ets,85
648,Insane,27604799,voltame,85
649,Insane,27604799,EG,85
650,Insane,27604799,???,85
651,Insane,27604799,UnXimer,85
652,Insane,27604735,Merry,???
653,Insane,27604671,???,85
654,Insane,27604543,Toshi,85
655,Insane,27604479,Veli,85
656,Insane,27604351,PelKitoki,85
657,Insane,27604351,Alfheim,85
658,Insane,27604287,ในลงโฮอนจัง,85
659,Insane,27604223,Karma,85
660,Insane,27604223,Ephrit,85
661,Insane,27603775,EVEL,85
662,Insane,27603775,Kagerou,85
663,Insane,27603711,TohRu,85
664,Insane,27603583,Dsnrche,85
665,Insane,27603327,Haqua,85
666,Insane,27603327,Exusia,85
667,Insane,27603135,{sper,85
668,Insane,27602751,TLeemunej,85
669,Insane,27602751,Ramadhan,85
670,Insane,27602751,Yunyui,85
671,Insane,27602687,Polaris,85
672,Insane,27602623,Atria,85
673,Insane,27602559,GEN,85
674,Insane,27602559,RAGNAR,85
675,Insane,27602495,Silver,85
676,Insane,27602495,TSHJ Agea,85
677,Insane,27602367,Naizu,85
678,Insane,27602367,NinetyEight,85
679,Insane,27602239,Omnia,85
680,Insane,27602111,Perzival,85
681,Insane,27602047,Scylla,85
682,Insane,27601791,東海帝王,85
683,Insane,27601599,Creamy,85
684,Insane,27601535,Char,85
685,Insane,27601535,Kian,85
686,Insane,27601535,初嵐,85
687,Insane,27601471,Kiran,85
688,Insane,27601471,pikon,85
689,Insane,27601279,VhiLink,85
690,Insane,27601215,PaleIf,85
691,Insane,27600959,滿月了的聖誕節,85
692,Insane,27600959,kanon,85
693,Insane,27600895,Sayurin,85
694,Insane,27600511,Bond,85
695,Insane,27600255,CT-HAYAMI,85
