Rank,Difficulty,Score,Name,Level
732,Insane,27513535,Irissu,85
733,Insane,27513535,Bomb,85
734,Insane,27513535,Zald,85
735,Insane,27513535,ซิคาสะ,85
736,Insane,27513471,Taro,85
737,Insane,27513471,LeIR,85
738,Insane,27513471,Kagari,85
739,Insane,27513407,Hoshino,85
740,Insane,27513407,Reii,85
741,Insane,27513407,Clint,85
742,Insane,27513343,Tia,85
743,Insane,27513343,AFoly,85
744,Insane,27513279,Artmak,85
745,Insane,27513279,Sairi,85
746,Insane,27513215,Natsuki,85
747,Insane,27513151,DY-IAiMie,85
748,Insane,27513151,Noad,85
749,Insane,27513151,GRD MAGNO,85
750,Insane,27513087,Arckey,85
751,Insane,27513087,Seshiru,85
752,Insane,27513087,TSHJ Ilune,85
753,Insane,27513087,Tobii,85
754,Insane,27513087,Sleepti,85
755,Insane,27513023,Tomi,85
756,Insane,27513023,Exion,85
757,Insane,27512959,on,85
758,Insane,27512895,Pofe,85
759,Insane,27512895,Peeranut76,85
760,Insane,27512895,Choco,85
761,Insane,27512895,Usumi,85
762,Insane,27512831,Ryan,85
763,Insane,27512831,Nyx Hexagon,85
764,Insane,27512767,Omnia,85
765,Insane,27512767,Iruru,85
766,Insane,27512767,Lyncidia,85
767,Insane,27512703,克瓦雷,85
768,Insane,27512703,TormentRylTuru,85
769,Insane,27512639,Ephrit,85
770,Insane,27512639,KuRuMee,85
771,Insane,27512511,Thorns,85
